Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.05,352.7,28.984104
2,S2,0.01,347.9,30.0
3,N2,0.01,339.9,28.43973
4,K1,0.19,98.4,15.041069
5,M4,0.01,215.3,57.96821
6,O1,0.21,87.8,13.943035
7,M6,0.0,69.0,86.95232
8,MK3,0.0,0.0,44.025173
9,S4,0.0,0.0,60.0
10,MN4,0.0,0.0,57.423832
11,NU2,0.0,335.6,28.512583
12,S6,0.0,0.0,90.0
13,MU2,0.0,240.4,27.968208
14,2N2,0.0,225.4,27.895355
15,OO1,0.02,107.5,16.139101
16,LAM2,0.0,246.3,29.455626
17,S1,0.01,279.7,15.0
18,M1,0.01,343.8,14.496694
19,J1,0.01,111.2,15.5854435
20,MM,0.0,0.0,0.5443747
21,SSA,0.33,58.2,0.0821373
22,SA,0.09,146.0,0.0410686
23,MSF,0.0,0.0,1.0158958
24,MF,0.0,0.0,1.0980331
25,RHO,0.01,60.6,13.471515
26,Q1,0.05,76.0,13.398661
27,T2,0.0,44.2,29.958933
28,R2,0.0,308.9,30.041067
29,2Q1,0.01,251.8,12.854286
30,P1,0.05,101.1,14.958931
31,2SM2,0.0,0.0,31.015896
32,M3,0.0,0.0,43.47616
33,L2,0.0,25.4,29.528479
34,2MK3,0.0,0.0,42.92714
35,K2,0.01,43.0,30.082138
36,M8,0.0,55.4,115.93642
37,MS4,0.0,0.0,58.984104
